action,spot,forward,a,b,rho,rho_negative,m,m_negative,sigma,risk_free_rate,strike,is_up,quantity
mint,,,,,,,,,,,70652201109586,false,865040260478
update_basis,72551435840000,72531776700000,,,,,,,,,,,
update_svi,,,360000,18450000,373850000,true,5740000,true,34390000,35000000,,,
mint,,,,,,,,,,,66244781340202,true,59322789434
update_basis,72758858900000,72822896170000,,,,,,,,,,,
update_svi,,,440000,17430000,450210000,true,10960000,true,30730000,35000000,,,
mint,,,,,,,,,,,70243338412126,true,179474261820
update_basis,72839097220000,72822896170000,,,,,,,,,,,
update_svi,,,460000,17340000,463100000,true,11600000,true,29250000,35000000,,,
mint,,,,,,,,,,,69018708437756,true,140097679854
update_basis,72504387020000,72494490230000,,,,,,,,,,,
update_svi,,,210000,16230000,3960000,true,3810000,false,34170000,35000000,,,
mint,,,,,,,,,,,76261526585144,false,170665263569
update_basis,72786668430000,72769517900000,,,,,,,,,,,
update_svi,,,280000,18630000,342310000,true,4970000,true,33270000,35000000,,,
mint,,,,,,,,,,,76032454561187,true,1914960938442
update_basis,72729378070000,72704670540000,,,,,,,,,,,
update_svi,,,280000,18510000,336790000,true,4980000,true,34900000,35000000,,,
mint,,,,,,,,,,,75935132629376,true,1653113801855
update_basis,72729378070000,72704670540000,,,,,,,,,,,
update_svi,,,280000,18510000,336790000,true,4980000,true,34900000,35000000,,,
mint,,,,,,,,,,,73067358198198,true,295658826990
update_basis,72401587070000,72374274540000,,,,,,,,,,,
update_svi,,,490000,17070000,466790000,true,13420000,true,30240000,35000000,,,
mint,,,,,,,,,,,72584904391483,false,57944486687
update_basis,72374138830000,72356969500000,,,,,,,,,,,
update_svi,,,430000,17560000,433340000,true,10630000,true,32450000,35000000,,,
mint,,,,,,,,,,,70677965254881,true,58562160496
update_basis,72533217720000,72520388570000,,,,,,,,,,,
update_svi,,,240000,18550000,309870000,true,3670000,true,38800000,35000000,,,
mint,,,,,,,,,,,68147169457863,false,1053128075072
update_basis,72481866220000,72468576550000,,,,,,,,,,,
update_svi,,,270000,18490000,324290000,true,4690000,true,36950000,35000000,,,
mint,,,,,,,,,,,69030350463057,false,1586097311452
update_basis,72646477150000,72629509430000,,,,,,,,,,,
update_svi,,,270000,18210000,331060000,true,4920000,true,37120000,35000000,,,
mint,,,,,,,,,,,70979084561788,true,208760947974
update_basis,72654195850000,72635905390000,,,,,,,,,,,
update_svi,,,300000,17760000,348440000,true,6380000,true,36840000,35000000,,,
mint,,,,,,,,,,,72312911707454,false,72123821454
update_basis,72538435900000,72528958560000,,,,,,,,,,,
update_svi,,,340000,17660000,395920000,true,7580000,true,34850000,35000000,,,
mint,,,,,,,,,,,72932132891427,false,195658667145
update_basis,72530644060000,72535674010000,,,,,,,,,,,
update_svi,,,210000,16580000,9390000,true,3360000,false,32440000,35000000,,,
mint,,,,,,,,,,,73785599490158,true,93884267214
update_basis,72585771830000,72586808390000,,,,,,,,,,,
update_svi,,,210000,18710000,300130000,true,2500000,true,37680000,35000000,,,
mint,,,,,,,,,,,77367080479157,false,120156868766
update_basis,72585771830000,72534492560000,,,,,,,,,,,
update_svi,,,210000,18710000,300130000,true,2500000,true,37680000,35000000,,,
mint,,,,,,,,,,,68428471273754,true,25039037448
update_basis,72408391650000,72429058050000,,,,,,,,,,,
update_svi,,,350000,17240000,318690000,true,1570000,true,33360000,35000000,,,
mint,,,,,,,,,,,71366191969555,false,199385747757
update_basis,72438138390000,72353845250000,,,,,,,,,,,
update_svi,,,280000,17860000,354700000,true,5440000,true,37600000,35000000,,,
mint,,,,,,,,,,,76232310462685,false,134266776295
update_basis,72364554170000,72426805230000,,,,,,,,,,,
update_svi,,,110000,19680000,205200000,true,2790000,false,39340000,35000000,,,
mint,,,,,,,,,,,74183149160472,false,236804181808
update_basis,72437152230000,72426805230000,,,,,,,,,,,
update_svi,,,260000,17120000,399970000,true,4870000,true,39570000,35000000,,,
mint,,,,,,,,,,,76269561266580,false,81640528783
update_basis,72461973080000,72450131500000,,,,,,,,,,,
update_svi,,,220000,18330000,304460000,true,2960000,true,37430000,35000000,,,
mint,,,,,,,,,,,75985290009225,false,111663872687
update_basis,72677457210000,72674223170000,,,,,,,,,,,
update_svi,,,290000,17770000,371330000,true,5870000,true,33520000,35000000,,,
mint,,,,,,,,,,,66689612846691,false,3234531507216
update_basis,72677457210000,72674223170000,,,,,,,,,,,
update_svi,,,290000,17770000,371330000,true,5870000,true,33520000,35000000,,,
mint,,,,,,,,,,,66196191969154,true,145204950940
update_basis,72677457210000,72680769230000,,,,,,,,,,,
update_svi,,,270000,17560000,356180000,true,5290000,true,35440000,35000000,,,
mint,,,,,,,,,,,67068079261500,false,2797476852939
update_basis,72755293310000,72743151590000,,,,,,,,,,,
update_svi,,,410000,16410000,442660000,true,11610000,true,31110000,35000000,,,
mint,,,,,,,,,,,66525741604651,true,142697944168
update_basis,72809707520000,72804505870000,,,,,,,,,,,
update_svi,,,320000,17020000,401260000,true,7220000,true,34040000,35000000,,,
mint,,,,,,,,,,,76848377248618,true,3216484935498
update_basis,72776582030000,72766931840000,,,,,,,,,,,
update_svi,,,360000,16820000,415260000,true,8900000,true,32220000,35000000,,,
mint,,,,,,,,,,,70697653266709,false,840125544568
update_basis,72776582030000,72766931840000,,,,,,,,,,,
update_svi,,,360000,16820000,415260000,true,8900000,true,32220000,35000000,,,
mint,,,,,,,,,,,67679777021040,false,1148127737710
update_basis,72943375740000,72932848350000,,,,,,,,,,,
update_svi,,,410000,15920000,469750000,true,11550000,true,30690000,35000000,,,
mint,,,,,,,,,,,70693478393107,true,67424127264
update_basis,72878941820000,72873417120000,,,,,,,,,,,
update_svi,,,470000,15560000,494860000,true,12880000,true,28430000,35000000,,,
mint,,,,,,,,,,,72595316480643,false,112471528018
update_basis,72375525430000,72371452390000,,,,,,,,,,,
update_svi,,,200000,16250000,26120000,true,2650000,false,35380000,35000000,,,
mint,,,,,,,,,,,75002715421497,true,1509285793329
update_basis,72807403630000,72799304970000,,,,,,,,,,,
update_svi,,,460000,15630000,491010000,true,13780000,true,28510000,35000000,,,
mint,,,,,,,,,,,72968420530702,false,203254744251
update_basis,72807403630000,72799304970000,,,,,,,,,,,
update_svi,,,460000,15630000,491010000,true,13780000,true,28510000,35000000,,,
mint,,,,,,,,,,,72182381917062,true,163652550146
update_basis,72807403630000,72799304970000,,,,,,,,,,,
update_svi,,,460000,15630000,491010000,true,13780000,true,28510000,35000000,,,
mint,,,,,,,,,,,76674246444756,false,162546661241
update_basis,72837686340000,72710036000000,,,,,,,,,,,
update_svi,,,210000,16730000,320140000,true,4000000,true,38140000,35000000,,,
mint,,,,,,,,,,,73284768152158,true,426210029985
update_basis,72375525430000,72371452390000,,,,,,,,,,,
update_svi,,,200000,16250000,26120000,true,2650000,false,35380000,35000000,,,
mint,,,,,,,,,,,72779208537337,false,247623068779
update_basis,72515320950000,72408482010000,,,,,,,,,,,
update_svi,,,220000,17320000,222700000,true,3410000,false,33810000,35000000,,,
mint,,,,,,,,,,,73269828211719,true,158234839179
update_basis,72515320950000,72544669600000,,,,,,,,,,,
update_svi,,,230000,16550000,326720000,true,440000,true,36250000,35000000,,,
mint,,,,,,,,,,,72664153384979,true,212829732902
update_basis,72705827750000,72685809150000,,,,,,,,,,,
update_svi,,,260000,14200000,113670000,true,4720000,true,29470000,35000000,,,
mint,,,,,,,,,,,76637278296417,true,1691929437581
update_basis,72437856240000,72431636970000,,,,,,,,,,,
update_svi,,,260000,16370000,263280000,true,4050000,false,33250000,35000000,,,
mint,,,,,,,,,,,67035707908958,false,2667803919291
update_basis,72478246070000,72469669790000,,,,,,,,,,,
update_svi,,,310000,16560000,313790000,true,2310000,true,31400000,35000000,,,
mint,,,,,,,,,,,68945550668019,true,150910604872
update_basis,72632913560000,72625108640000,,,,,,,,,,,
update_svi,,,310000,15710000,258020000,true,10620000,true,26850000,35000000,,,
mint,,,,,,,,,,,76562791053766,true,2117799636363
update_basis,72415099910000,72389085010000,,,,,,,,,,,
update_svi,,,200000,17530000,170190000,true,6840000,false,33820000,35000000,,,
mint,,,,,,,,,,,68461144678695,false,231082463550
update_basis,72123952050000,72129676180000,,,,,,,,,,,
update_svi,,,150000,17290000,220980000,true,3790000,false,39840000,35000000,,,
mint,,,,,,,,,,,67962231527902,false,2282033340889
update_basis,72123952050000,72162541610000,,,,,,,,,,,
update_svi,,,130000,18710000,226020000,true,820000,false,37620000,35000000,,,
mint,,,,,,,,,,,69713416183447,true,99484428612
update_basis,72164506960000,72162541610000,,,,,,,,,,,
update_svi,,,130000,18710000,226020000,true,820000,false,37620000,35000000,,,
mint,,,,,,,,,,,69078252254125,false,1077841371286
update_basis,72451108740000,72443248190000,,,,,,,,,,,
update_svi,,,240000,17520000,308240000,true,2800000,true,33170000,35000000,,,
mint,,,,,,,,,,,73743570647787,true,317528177461
update_basis,72400347890000,72400670430000,,,,,,,,,,,
update_svi,,,230000,16950000,354560000,true,2330000,true,35060000,35000000,,,
mint,,,,,,,,,,,71836755787944,false,65089248447
update_basis,72518430230000,72524875360000,,,,,,,,,,,
update_svi,,,220000,17020000,314900000,true,1050000,false,34420000,35000000,,,
mint,,,,,,,,,,,72801432718926,false,223225610709
update_basis,72557672330000,72550769210000,,,,,,,,,,,
update_svi,,,290000,16420000,417150000,true,6560000,true,33150000,35000000,,,
mint,,,,,,,,,,,71285208546835,true,150026285570
update_basis,72557672330000,72540911210000,,,,,,,,,,,
update_svi,,,260000,16580000,398010000,true,5220000,true,33790000,35000000,,,
mint,,,,,,,,,,,67765361527257,true,132796543768
update_basis,72548253020000,72540911210000,,,,,,,,,,,
update_svi,,,260000,16580000,398010000,true,5220000,true,33790000,35000000,,,
mint,,,,,,,,,,,70541890683235,false,393253577309
update_basis,72560847100000,72564682460000,,,,,,,,,,,
update_svi,,,340000,16040000,463930000,true,8660000,true,30910000,35000000,,,
mint,,,,,,,,,,,74076645434550,false,48011699471
update_basis,72481777800000,72476545940000,,,,,,,,,,,
update_svi,,,330000,15920000,392680000,true,5380000,true,29990000,35000000,,,
mint,,,,,,,,,,,73246816365775,true,516786597606
update_basis,72481777800000,72476545940000,,,,,,,,,,,
update_svi,,,330000,15920000,392680000,true,5380000,true,29990000,35000000,,,
mint,,,,,,,,,,,75633155519536,true,1893675508564
update_basis,72655553630000,72656798840000,,,,,,,,,,,
update_svi,,,380000,14880000,457160000,true,9320000,true,29970000,35000000,,,
mint,,,,,,,,,,,71050805357439,false,675020063015
update_basis,72661156120000,72663612320000,,,,,,,,,,,
update_svi,,,340000,15050000,401370000,true,5870000,true,31380000,35000000,,,
mint,,,,,,,,,,,72332658383908,false,135040991969
update_basis,72523108740000,72524647370000,,,,,,,,,,,
update_svi,,,280000,15640000,217410000,true,9770000,true,27270000,35000000,,,
mint,,,,,,,,,,,67142399767068,true,38727871064
update_basis,72355224830000,72338245650000,,,,,,,,,,,
update_svi,,,180000,17720000,305580000,true,1860000,true,34790000,35000000,,,
mint,,,,,,,,,,,74797413778589,false,178738144609
update_basis,72479969820000,72472884260000,,,,,,,,,,,
update_svi,,,330000,15200000,264070000,true,12540000,true,25120000,35000000,,,
mint,,,,,,,,,,,69937240137246,true,173656620946
update_basis,71817061670000,71828146290000,,,,,,,,,,,
update_svi,,,310000,16980000,127280000,true,10220000,false,31480000,35000000,,,
mint,,,,,,,,,,,68990039707538,false,679088890122
update_basis,72175929400000,71828146290000,,,,,,,,,,,
update_svi,,,140000,17650000,167170000,true,4640000,false,37180000,35000000,,,
mint,,,,,,,,,,,72441031181069,false,308779796495
update_basis,71817061670000,71828146290000,,,,,,,,,,,
update_svi,,,310000,16980000,127280000,true,10220000,false,31480000,35000000,,,
mint,,,,,,,,,,,66748370330902,true,30285655510
update_basis,71909277600000,71923624470000,,,,,,,,,,,
update_svi,,,260000,18630000,181690000,true,10530000,false,32230000,35000000,,,
mint,,,,,,,,,,,72297110166966,true,150152485035
update_basis,71909277600000,71923624470000,,,,,,,,,,,
update_svi,,,260000,18630000,181690000,true,10530000,false,32230000,35000000,,,
mint,,,,,,,,,,,71349169944309,false,384167868935
update_basis,71851051200000,71865775930000,,,,,,,,,,,
update_svi,,,330000,18180000,158670000,true,11360000,false,29100000,35000000,,,
mint,,,,,,,,,,,66170206389329,true,25273736540
update_basis,71909114770000,71959300080000,,,,,,,,,,,
update_svi,,,240000,18810000,181640000,true,7290000,false,31440000,35000000,,,
mint,,,,,,,,,,,66632736845299,true,202470308090
update_basis,71956990780000,71959300080000,,,,,,,,,,,
update_svi,,,110000,18680000,218410000,true,1860000,false,39120000,35000000,,,
mint,,,,,,,,,,,74586089320265,false,142820587257
update_basis,72095387120000,72085024040000,,,,,,,,,,,
update_svi,,,190000,17960000,240070000,true,1060000,true,32430000,35000000,,,
mint,,,,,,,,,,,72294102616148,false,69953208703
update_basis,72075548630000,72085024040000,,,,,,,,,,,
update_svi,,,190000,17960000,240070000,true,1060000,true,32430000,35000000,,,
mint,,,,,,,,,,,71802883373168,false,352014908610
update_basis,72202591270000,72211278080000,,,,,,,,,,,
update_svi,,,250000,16540000,328680000,true,4150000,true,32680000,35000000,,,
mint,,,,,,,,,,,67945916329861,false,1246432479301
update_basis,72298205110000,72305627000000,,,,,,,,,,,
update_svi,,,230000,17260000,295080000,true,4540000,true,29310000,35000000,,,
mint,,,,,,,,,,,72981967687776,false,207693996284
update_basis,72523108740000,72524647370000,,,,,,,,,,,
update_svi,,,280000,15640000,217410000,true,9770000,true,27270000,35000000,,,
mint,,,,,,,,,,,69208183758234,true,155272499681
update_basis,72346208440000,72500660490000,,,,,,,,,,,
update_svi,,,360000,14000000,338470000,true,4850000,true,25590000,35000000,,,
mint,,,,,,,,,,,67963056075016,true,137475830123
update_basis,72540398490000,72548505010000,,,,,,,,,,,
update_svi,,,250000,15400000,246110000,true,500000,true,29240000,35000000,,,
mint,,,,,,,,,,,72918518237803,false,302589336230
update_basis,72627579630000,72628405660000,,,,,,,,,,,
update_svi,,,160000,16220000,206840000,true,80000,true,31810000,35000000,,,
mint,,,,,,,,,,,73560981790416,false,26985909521
update_basis,72715545250000,72712289300000,,,,,,,,,,,
update_svi,,,200000,16060000,263580000,true,4340000,true,30660000,35000000,,,
mint,,,,,,,,,,,72809229646335,true,257820147462
update_basis,72523108740000,72524647370000,,,,,,,,,,,
update_svi,,,280000,15640000,217410000,true,9770000,true,27270000,35000000,,,
mint,,,,,,,,,,,74857174826778,false,60658151747
update_basis,72708691640000,72555268330000,,,,,,,,,,,
update_svi,,,340000,14720000,360640000,true,10520000,true,24170000,35000000,,,
mint,,,,,,,,,,,70757716211696,false,586651227888
update_basis,72558624850000,72560946000000,,,,,,,,,,,
update_svi,,,190000,16280000,143230000,true,1640000,false,28490000,35000000,,,
mint,,,,,,,,,,,71933060602711,false,47044475457
update_basis,72560612470000,72565048120000,,,,,,,,,,,
update_svi,,,190000,15700000,261040000,true,3970000,true,31770000,35000000,,,
mint,,,,,,,,,,,70601566225012,false,680867268110
update_basis,72558624850000,72560946000000,,,,,,,,,,,
update_svi,,,190000,16280000,143230000,true,1640000,false,28490000,35000000,,,
mint,,,,,,,,,,,74994381745178,false,146768268231
update_basis,72602383920000,72584835430000,,,,,,,,,,,
update_svi,,,320000,14790000,335050000,true,9270000,true,27540000,35000000,,,
mint,,,,,,,,,,,73720641992060,true,490251283840
update_basis,72580053970000,72584835430000,,,,,,,,,,,
update_svi,,,360000,13880000,403430000,true,10560000,true,27120000,35000000,,,
mint,,,,,,,,,,,74253069801220,true,889626900058
update_basis,72848427710000,72852794610000,,,,,,,,,,,
update_svi,,,390000,14200000,394640000,true,14560000,true,26070000,35000000,,,
mint,,,,,,,,,,,74220385795213,false,50142607906
update_basis,72741370570000,72740798380000,,,,,,,,,,,
update_svi,,,350000,14370000,361940000,true,13170000,true,28190000,35000000,,,
mint,,,,,,,,,,,69366515194433,true,160380948257
update_basis,72848427710000,72852794610000,,,,,,,,,,,
update_svi,,,390000,14200000,394640000,true,14560000,true,26070000,35000000,,,
mint,,,,,,,,,,,72928946248525,true,157100560034
update_basis,72624515140000,72619286880000,,,,,,,,,,,
update_svi,,,280000,15640000,217410000,true,9770000,true,27270000,35000000,,,
mint,,,,,,,,,,,74460669928118,false,151429407331
update_basis,73518900040000,73508036880000,,,,,,,,,,,
update_svi,,,390000,14630000,354540000,true,14500000,true,28410000,35000000,,,
mint,,,,,,,,,,,73532631521477,false,32113885135
update_basis,73287334190000,73270592740000,,,,,,,,,,,
update_svi,,,370000,14650000,358910000,true,13360000,true,29110000,35000000,,,
mint,,,,,,,,,,,76556086314589,true,1987966961787
update_basis,73287334190000,73270592740000,,,,,,,,,,,
update_svi,,,370000,14650000,358910000,true,13360000,true,29110000,35000000,,,
mint,,,,,,,,,,,70268018612618,false,742222148199
update_basis,73382048920000,73373816400000,,,,,,,,,,,
update_svi,,,370000,13960000,370970000,true,14590000,true,30830000,35000000,,,
mint,,,,,,,,,,,73214789369666,false,365735744148
update_basis,73382048920000,73373816400000,,,,,,,,,,,
update_svi,,,370000,13960000,370970000,true,14590000,true,30830000,35000000,,,
mint,,,,,,,,,,,71295112651917,true,230070931834
update_basis,73411919360000,73391566780000,,,,,,,,,,,
update_svi,,,320000,14570000,296780000,true,12410000,true,32820000,35000000,,,
mint,,,,,,,,,,,77121755322527,false,170429467001
update_basis,73247114340000,73236787570000,,,,,,,,,,,
update_svi,,,300000,14710000,261400000,true,11390000,true,34010000,35000000,,,
mint,,,,,,,,,,,68279542947319,false,2098846664191
update_basis,73215484090000,73198662320000,,,,,,,,,,,
update_svi,,,250000,15400000,211160000,true,8860000,true,34520000,35000000,,,
mint,,,,,,,,,,,73924673250832,false,187217948030
update_basis,73096961210000,72933920930000,,,,,,,,,,,
update_svi,,,240000,15340000,189190000,true,7540000,true,34380000,35000000,,,
mint,,,,,,,,,,,67635583467012,true,143743906969
update_basis,72942960960000,72933920930000,,,,,,,,,,,
update_svi,,,250000,15220000,206410000,true,7930000,true,34650000,35000000,,,
mint,,,,,,,,,,,76334129955456,true,1865836713796
update_basis,72508791320000,72503420120000,,,,,,,,,,,
update_svi,,,330000,13550000,136790000,true,6180000,true,26270000,35000000,,,
mint,,,,,,,,,,,72893705996613,true,435967199804
update_basis,72517227380000,72507751730000,,,,,,,,,,,
update_svi,,,470000,10720000,47270000,true,230000,false,18790000,35000000,,,
mint,,,,,,,,,,,72193002603095,false,149002805690
update_basis,72835301100000,72854840440000,,,,,,,,,,,
update_svi,,,180000,16120000,17170000,true,4670000,false,35140000,35000000,,,
mint,,,,,,,,,,,72262815184149,true,57586172322
update_basis,72856059140000,72844452250000,,,,,,,,,,,
update_svi,,,120000,17040000,64410000,true,2600000,false,36000000,35000000,,,
mint,,,,,,,,,,,72796326859375,true,368056248411
update_basis,72824695350000,72819019330000,,,,,,,,,,,
update_svi,,,200000,16310000,107180000,true,2880000,true,34000000,35000000,,,
mint,,,,,,,,,,,76993329813877,true,1291125105467
update_basis,72926998970000,72921678160000,,,,,,,,,,,
update_svi,,,230000,15620000,158660000,true,5990000,true,33470000,35000000,,,
mint,,,,,,,,,,,74970845791891,true,562821273376
update_basis,72926998970000,72811370620000,,,,,,,,,,,
update_svi,,,230000,15620000,158660000,true,5990000,true,33470000,35000000,,,
mint,,,,,,,,,,,73695533683888,true,577933462094
update_basis,72818760050000,72811370620000,,,,,,,,,,,
update_svi,,,200000,15770000,85460000,true,2190000,true,35090000,35000000,,,
mint,,,,,,,,,,,77547999514966,true,2296982148957
update_basis,72937983300000,72939316110000,,,,,,,,,,,
update_svi,,,200000,14970000,130750000,true,4860000,true,36240000,35000000,,,
mint,,,,,,,,,,,76920614708011,true,2570844887324
update_basis,72960170690000,72955545840000,,,,,,,,,,,
update_svi,,,170000,16320000,31650000,false,5700000,false,31980000,35000000,,,
mint,,,,,,,,,,,68481498355460,true,67158265394
update_basis,72883774000000,72823332950000,,,,,,,,,,,
update_svi,,,230000,15300000,144450000,true,5240000,true,32870000,35000000,,,
mint,,,,,,,,,,,67567751671406,false,5796998627916
update_basis,72818632130000,72823332950000,,,,,,,,,,,
update_svi,,,230000,15300000,144450000,true,5240000,true,32870000,35000000,,,
mint,,,,,,,,,,,72211018108401,false,424274356157
update_basis,72818632130000,72823332950000,,,,,,,,,,,
update_svi,,,230000,15300000,144450000,true,5240000,true,32870000,35000000,,,
mint,,,,,,,,,,,70473031937631,false,604906766455
update_basis,72914187270000,72915535850000,,,,,,,,,,,
update_svi,,,220000,15120000,113770000,true,3400000,true,34470000,35000000,,,
mint,,,,,,,,,,,77790692248240,false,158690767522
update_basis,72914187270000,72915535850000,,,,,,,,,,,
update_svi,,,220000,15120000,113770000,true,3400000,true,34470000,35000000,,,
mint,,,,,,,,,,,69088476631590,false,279845267548
update_basis,73063985450000,73057031170000,,,,,,,,,,,
update_svi,,,190000,15210000,126760000,true,4400000,true,37360000,35000000,,,
mint,,,,,,,,,,,73172591710284,true,22192618521
update_basis,72500630020000,72490333830000,,,,,,,,,,,
update_svi,,,230000,14330000,79750000,true,3670000,true,28070000,35000000,,,
mint,,,,,,,,,,,70857838608091,true,176934543929
update_basis,72605690890000,72592940990000,,,,,,,,,,,
update_svi,,,240000,14140000,158370000,true,9130000,true,26510000,35000000,,,
mint,,,,,,,,,,,73802035664863,false,44368018213
update_basis,72605690890000,72592940990000,,,,,,,,,,,
update_svi,,,240000,14140000,158370000,true,9130000,true,26510000,35000000,,,
mint,,,,,,,,,,,75626293470322,false,186908390549
update_basis,71809503430000,71810270480000,,,,,,,,,,,
update_svi,,,160000,14550000,61030000,true,150000,false,31130000,35000000,,,
mint,,,,,,,,,,,68650709755275,true,81111676881
update_basis,71685609070000,71691646060000,,,,,,,,,,,
update_svi,,,190000,14560000,64330000,false,8380000,false,29580000,35000000,,,
mint,,,,,,,,,,,76282641234275,false,118434259316
update_basis,71685609070000,71535662700000,,,,,,,,,,,
update_svi,,,190000,14560000,64330000,false,8380000,false,29580000,35000000,,,
mint,,,,,,,,,,,73024567930412,true,792729460713
update_basis,71546451820000,71535662700000,,,,,,,,,,,
update_svi,,,310000,13910000,177780000,false,14660000,false,21730000,35000000,,,
mint,,,,,,,,,,,67102256481427,false,422587995800
update_basis,71277965690000,71272752460000,,,,,,,,,,,
update_svi,,,300000,14590000,123480000,false,13440000,false,20820000,35000000,,,
mint,,,,,,,,,,,75673959625205,true,910879111710
update_basis,71461518920000,71345178250000,,,,,,,,,,,
update_svi,,,220000,14220000,54070000,false,9120000,false,23450000,35000000,,,
mint,,,,,,,,,,,67391827088670,true,110577892370
update_basis,71461518920000,71450591140000,,,,,,,,,,,
update_svi,,,190000,14680000,13950000,false,7340000,false,24980000,35000000,,,
mint,,,,,,,,,,,75209763590730,false,83456173009
update_basis,71720317740000,71710907470000,,,,,,,,,,,
update_svi,,,110000,15230000,95400000,true,2490000,true,27610000,35000000,,,
mint,,,,,,,,,,,67741117246934,true,53156657126
update_basis,71002666360000,70989840460000,,,,,,,,,,,
update_svi,,,180000,15460000,12220000,true,6690000,false,24850000,35000000,,,
mint,,,,,,,,,,,66405770366532,true,66438078049
update_basis,71343842590000,71339496160000,,,,,,,,,,,
update_svi,,,110000,15310000,66780000,true,660000,true,29270000,35000000,,,
mint,,,,,,,,,,,73783839843825,false,49466864827
update_basis,70939356250000,70949137910000,,,,,,,,,,,
update_svi,,,210000,15340000,10230000,true,7180000,false,25330000,35000000,,,
mint,,,,,,,,,,,66931582316854,false,3621166145386
update_basis,71064671020000,71072970130000,,,,,,,,,,,
update_svi,,,140000,15270000,84350000,true,390000,true,27540000,35000000,,,
mint,,,,,,,,,,,73791314164801,false,95527519847
update_basis,71000619880000,70999463020000,,,,,,,,,,,
update_svi,,,260000,14110000,147520000,false,11990000,false,19430000,35000000,,,
mint,,,,,,,,,,,74226642963072,true,2470994919512
update_basis,71000619880000,71184257690000,,,,,,,,,,,
update_svi,,,260000,14110000,147520000,false,11990000,false,19430000,35000000,,,
mint,,,,,,,,,,,74863689106264,false,37418035586
update_basis,71433159760000,71342890320000,,,,,,,,,,,
update_svi,,,200000,12690000,8330000,false,4650000,false,22380000,35000000,,,
mint,,,,,,,,,,,74512518012820,true,1313498434263
update_basis,71354788640000,71342890320000,,,,,,,,,,,
update_svi,,,200000,12690000,8330000,false,4650000,false,22380000,35000000,,,
mint,,,,,,,,,,,71520320281433,false,150920924315
update_basis,71220791520000,71222016780000,,,,,,,,,,,
update_svi,,,170000,12150000,670000,true,3490000,false,26830000,35000000,,,
mint,,,,,,,,,,,72982811941199,true,756258651964
update_basis,71552896550000,71544359200000,,,,,,,,,,,
update_svi,,,190000,11080000,68150000,true,1960000,false,24010000,35000000,,,
mint,,,,,,,,,,,74372746334974,true,2213735789889
update_basis,71318992610000,71544359200000,,,,,,,,,,,
update_svi,,,190000,11080000,68150000,true,1960000,false,24010000,35000000,,,
mint,,,,,,,,,,,69569240981114,true,225245339373
update_basis,71182509590000,71011408860000,,,,,,,,,,,
update_svi,,,140000,11820000,28990000,true,3420000,false,25440000,35000000,,,
mint,,,,,,,,,,,67868304033551,true,143843948745
update_basis,71182509590000,71187745490000,,,,,,,,,,,
update_svi,,,140000,11820000,28990000,true,3420000,false,25440000,35000000,,,
mint,,,,,,,,,,,69515039519378,false,981185386363
update_basis,71088457940000,71093361530000,,,,,,,,,,,
update_svi,,,160000,12590000,25950000,false,7460000,false,21300000,35000000,,,
mint,,,,,,,,,,,71799556613624,true,545900820598
update_basis,70795207780000,70812002330000,,,,,,,,,,,
update_svi,,,260000,11860000,189780000,false,14740000,false,16140000,35000000,,,
mint,,,,,,,,,,,70101367609428,true,228548506174
update_basis,70909036100000,70899027150000,,,,,,,,,,,
update_svi,,,210000,11530000,87260000,false,11160000,false,20400000,35000000,,,
mint,,,,,,,,,,,73763418356741,true,2799899782182
update_basis,70862111570000,70853249720000,,,,,,,,,,,
update_svi,,,140000,12260000,126940000,true,560000,false,25270000,35000000,,,
mint,,,,,,,,,,,70115047786856,false,297642701997
update_basis,70687334890000,70686339730000,,,,,,,,,,,
update_svi,,,110000,12700000,39350000,true,5620000,false,27670000,35000000,,,
mint,,,,,,,,,,,71686224242537,false,173441857602
update_basis,70858673950000,70853909170000,,,,,,,,,,,
update_svi,,,200000,11800000,78540000,false,12320000,false,18510000,35000000,,,
mint,,,,,,,,,,,71769439209350,true,640475490165
update_basis,70712780450000,70713844170000,,,,,,,,,,,
update_svi,,,60000,12170000,145600000,true,3020000,false,33210000,35000000,,,
mint,,,,,,,,,,,70621918986341,false,276256832707
update_basis,70965828930000,70947681030000,,,,,,,,,,,
update_svi,,,120000,11620000,198330000,true,1600000,true,27200000,35000000,,,
mint,,,,,,,,,,,70293296962411,true,70171504085
update_basis,71018635220000,71009312410000,,,,,,,,,,,
update_svi,,,160000,10840000,207740000,true,620000,true,24110000,35000000,,,
mint,,,,,,,,,,,73207985045531,false,101835223188
update_basis,70899777290000,70887901990000,,,,,,,,,,,
update_svi,,,190000,10860000,224210000,true,3290000,true,21720000,35000000,,,
mint,,,,,,,,,,,74292098277149,true,5226769352291
update_basis,70851586640000,70805685090000,,,,,,,,,,,
update_svi,,,200000,10980000,275150000,true,3890000,true,20460000,35000000,,,
mint,,,,,,,,,,,70350342577984,true,218452206360
update_basis,70911817920000,70902006320000,,,,,,,,,,,
update_svi,,,250000,9910000,414270000,true,10590000,true,17310000,35000000,,,
mint,,,,,,,,,,,69497533442766,false,297244042926
update_basis,70911817920000,70902006320000,,,,,,,,,,,
update_svi,,,250000,9910000,414270000,true,10590000,true,17310000,35000000,,,
mint,,,,,,,,,,,71143449924144,true,100750830247
update_basis,70928691080000,70921297440000,,,,,,,,,,,
update_svi,,,200000,9560000,268460000,true,4390000,true,20780000,35000000,,,
